Parm;PM10;NO2;NO;NOX;IQA
16/6/21 10.00;4.64;12.48;3.43;19.57;10
16/6/21 12.00;2.20;15.77;4.95;25.15;13
16/6/21 14.00;0.98;12.59;2.70;18.55;9
16/6/21 16.00;6.11;15.36;3.67;22.79;12
16/6/21 18.00;10.50;18.27;4.55;27.01;21
16/6/21 20.00;16.12;32.78;5.68;43.08;32
16/6/21 22.00;13.68;12.93;2.04;17.89;27
17/6/21 0.00;22.47;14.28;1.07;17.74;45
17/6/21 2.00;18.56;9.99;1.14;13.59;37
17/6/21 4.00;11.48;5.57;1.20;9.23;23
17/6/21 6.00;13.19;16.56;2.66;22.39;26
17/6/21 8.00;14.90;15.51;2.95;21.80;30
17/6/21 10.00;18.80;23.13;4.71;32.06;38
17/6/21 12.00;14.16;13.12;3.82;20.76;28
17/6/21 14.00;18.80;12.34;3.16;18.96;38
17/6/21 16.00;10.74;14.98;4.03;22.93;21
17/6/21 18.00;12.45;16.44;4.34;24.85;25
17/6/21 20.00;9.52;23.79;5.42;33.81;19
17/6/21 22.00;21.98;15.69;1.70;20.06;44
18/6/21 0.00;21.00;11.11;1.33;14.95;42
18/6/21 2.00;20.51;3.11;1.13;6.69;41
18/6/21 4.00;20.76;5.62;1.20;9.30;42
18/6/21 6.00;16.36;14.38;1.73;18.81;33
18/6/21 8.00;13.19;36.25;6.92;48.48;26
18/6/21 10.00;16.12;27.13;6.06;38.11;32
18/6/21 12.00;21.49;22.05;4.03;29.94;43
18/6/21 14.00;16.85;14.76;2.70;20.66;34
18/6/21 16.00;17.34;22.24;5.57;32.49;35
18/6/21 18.00;15.63;44.26;5.23;53.85;31
18/6/21 20.00;14.41;29.70;1.92;34.31;29
18/6/21 22.00;18.32;19.03;1.25;22.69;37
19/6/21 0.00;30.28;14.37;1.22;18.01;61
19/6/21 2.00;27.59;8.79;1.03;12.17;55
19/6/21 4.00;29.79;5.93;1.22;11.09;60
19/6/21 6.00;53.72;17.93;1.92;24.20;107
19/6/21 8.00;26.86;20.79;3.58;29.62;54
19/6/21 10.00;13.19;13.38;2.68;20.81;26
19/6/21 12.00;35.65;11.03;2.33;17.91;71
19/6/21 14.00;17.83;10.22;2.93;18.02;36
19/6/21 16.00;8.79;9.81;1.86;15.96;18
19/6/21 18.00;9.04;10.48;1.54;16.14;18
19/6/21 20.00;16.61;21.66;1.48;27.28;33
19/6/21 22.00;21.73;17.97;1.32;23.33;43
20/6/21 0.00;26.13;16.33;1.22;21.52;52
20/6/21 2.00;20.02;10.07;1.20;15.22;40
20/6/21 4.00;51.04;5.75;0.69;10.10;102
20/6/21 6.00;25.40;10.07;1.56;15.76;51
20/6/21 8.00;12.70;10.12;1.06;15.05;25
20/6/21 10.00;6.35;7.10;1.63;12.89;13
20/6/21 12.00;47.37;7.17;1.71;13.09;95
20/6/21 14.00;23.69;12.63;1.51;18.26;47
20/6/21 16.00;11.72;5.06;0.91;9.75;23
20/6/21 18.00;17.34;13.10;1.68;18.99;35
20/6/21 20.00;16.12;13.73;0.70;18.13;32
20/6/21 22.00;27.84;17.23;0.72;21.67;56
21/6/21 0.00;29.06;17.54;1.08;22.54;58
21/6/21 2.00;27.35;8.89;0.95;13.66;55
21/6/21 4.00;32.72;7.25;0.69;10.14;65
21/6/21 6.00;38.58;20.40;2.17;25.48;77
21/6/21 8.00;53.48;33.83;5.21;43.50;107
21/6/21 10.00;64.47;29.72;4.99;39.08;129
21/6/21 12.00;54.70;21.51;2.42;26.98;109
21/6/21 14.00;49.33;17.94;2.11;22.94;99
21/6/21 16.00;45.91;17.09;2.17;22.18;92
21/6/21 18.00;48.60;28.17;4.47;36.75;97
21/6/21 20.00;58.36;17.44;1.74;21.89;117
21/6/21 22.00;66.91;9.12;0.95;12.39;134
22/6/21 0.00;69.84;6.85;0.97;10.17;140
22/6/21 2.00;64.96;4.79;0.86;7.96;130
22/6/21 4.00;77.66;4.70;0.83;7.82;155
22/6/21 6.00;63.98;20.82;2.95;27.10;128
22/6/21 8.00;59.10;31.83;6.25;43.11;118
22/6/21 10.00;52.99;35.91;5.99;46.77;106
22/6/21 12.00;56.17;19.21;4.22;27.44;112
22/6/21 14.00;39.07;11.59;3.34;18.51;78
22/6/21 16.00;35.16;11.95;2.93;18.25;70
22/6/21 18.00;35.65;16.46;4.69;25.43;71
22/6/21 20.00;42.74;25.78;3.46;32.81;85
22/6/21 22.00;54.46;20.16;1.35;23.98;109
23/6/21 0.00;61.54;14.66;1.28;18.40;123
23/6/21 2.00;60.81;12.91;1.22;16.58;122
23/6/21 4.00;57.88;9.75;1.22;13.81;116
23/6/21 6.00;68.62;21.69;3.52;29.05;137
23/6/21 8.00;67.16;29.06;3.01;35.53;134
23/6/21 10.00;70.09;37.79;6.48;49.43;140
23/6/21 12.00;64.71;25.43;3.05;32.01;129
23/6/21 14.00;47.13;20.08;2.12;25.34;94
23/6/21 16.00;38.58;16.60;3.80;24.49;77
23/6/21 18.00;44.20;26.56;5.23;36.47;88
23/6/21 20.00;52.01;18.42;2.00;23.52;104
23/6/21 22.00;58.36;13.23;1.82;18.16;117
24/6/21 0.00;76.68;16.68;1.47;21.01;153
24/6/21 2.00;78.14;4.45;1.21;8.58;156
24/6/21 4.00;83.52;11.83;1.22;15.84;167
24/6/21 6.00;83.76;29.02;3.49;36.22;168
24/6/21 8.00;88.64;32.25;5.10;41.87;177
24/6/21 10.00;93.53;35.20;4.86;44.39;187
24/6/21 12.00;79.37;33.23;4.01;41.16;159
24/6/21 14.00;63.74;20.54;2.70;26.68;127
24/6/21 16.00;52.50;27.33;3.83;35.08;105
24/6/21 18.00;59.58;40.51;6.80;52.59;119
24/6/21 20.00;51.77;66.24;5.67;76.15;104
24/6/21 22.00;62.03;19.19;1.42;23.40;124
25/6/21 0.00;58.61;12.13;1.44;16.48;117
25/6/21 2.00;63.98;5.32;1.09;9.26;128
25/6/21 8.00;49.57;32.94;5.89;43.05;99
25/6/21 10.00;50.55;33.31;4.03;40.57;101
25/6/21 12.00;44.93;25.41;4.69;33.86;90
25/6/21 14.00;49.82;24.29;2.90;30.03;100
25/6/21 16.00;53.72;20.87;1.57;24.66;107
25/6/21 18.00;55.92;42.26;6.39;52.92;112
25/6/21 20.00;44.20;27.17;2.23;31.82;88
25/6/21 22.00;36.14;16.24;0.95;19.17;72
26/6/21 0.00;39.07;8.95;1.09;12.28;78
26/6/21 2.00;37.36;5.65;0.61;8.32;75
26/6/21 4.00;33.21;19.71;0.80;22.34;66
26/6/21 6.00;34.68;18.55;1.88;22.86;69
26/6/21 8.00;45.42;14.57;2.15;19.39;91
26/6/21 10.00;52.99;21.19;4.27;29.11;106
26/6/21 12.00;28.08;10.85;2.70;16.61;56
26/6/21 14.00;17.09;8.61;1.79;13.02;34
26/6/21 16.00;20.51;6.22;1.52;10.27;41
26/6/21 18.00;12.94;13.38;3.37;20.10;26
26/6/21 20.00;10.99;22.74;1.61;26.54;22
26/6/21 22.00;12.70;14.50;0.88;17.37;25
27/6/21 0.00;22.71;16.91;1.21;20.23;45
27/6/21 2.00;17.09;11.65;0.86;14.56;34
27/6/21 4.00;10.50;6.32;0.81;9.02;21
27/6/21 6.00;9.52;9.44;1.22;12.69;19
27/6/21 8.00;9.77;16.03;5.10;25.06;20
27/6/21 10.00;16.61;12.96;1.97;17.29;33
27/6/21 12.00;44.93;9.27;2.33;14.23;90
27/6/21 14.00;22.47;4.29;1.60;8.26;45
27/6/21 16.00;11.23;5.67;1.38;9.27;22
27/6/21 18.00;6.84;10.66;2.16;15.33;14
27/6/21 20.00;10.01;23.67;1.60;27.16;20
27/6/21 22.00;11.23;21.89;1.14;24.72;22
28/6/21 0.00;21.73;25.60;1.22;28.47;43
28/6/21 2.00;16.36;15.18;1.17;18.22;33
28/6/21 4.00;14.16;10.60;1.15;13.73;28
28/6/21 6.00;15.63;20.98;3.55;27.53;31
28/6/21 8.00;22.47;26.47;4.15;33.81;45
28/6/21 10.00;20.27;24.44;4.06;31.68;41
28/6/21 12.00;13.68;14.67;3.96;22.00;27
28/6/21 14.00;21.00;8.99;2.32;13.94;42
28/6/21 16.00;17.83;15.11;3.38;21.53;36
28/6/21 18.00;15.63;12.44;2.26;17.22;31
28/6/21 20.00;21.25;16.02;2.05;20.40;42
28/6/21 22.00;30.77;5.28;1.15;8.54;62
29/6/21 0.00;33.94;5.03;0.65;7.53;68
29/6/21 2.00;37.61;4.01;0.88;6.88;75
29/6/21 4.00;36.39;3.92;1.01;7.24;73
29/6/21 6.00;32.72;18.57;2.12;23.28;65
29/6/21 8.00;44.20;29.70;4.65;38.05;88
29/6/21 10.00;42.25;64.08;16.12;89.25;84
29/6/21 12.00;48.35;23.42;3.37;29.95;97
29/6/21 14.00;38.34;18.91;2.42;24.06;77
29/6/21 16.00;35.16;19.98;2.12;24.66;70
29/6/21 18.00;36.39;27.71;3.82;34.82;73
29/6/21 20.00;38.10;21.39;2.43;26.51;76
30/6/21 0.00;52.50;5.63;0.00;7.38;105
30/6/21 2.00;63.25;4.40;0.33;6.67;126
30/6/21 4.00;56.17;3.28;0.61;6.00;112
30/6/21 6.00;49.08;15.74;1.42;19.44;98
30/6/21 8.00;54.70;22.82;2.75;28.40;109
30/6/21 10.00;56.41;17.54;2.95;23.54;113
30/6/21 12.00;50.31;16.01;5.86;26.26;101
30/6/21 14.00;38.83;20.54;1.52;24.29;78
30/6/21 16.00;40.78;15.01;2.63;20.58;82
30/6/21 18.00;28.57;20.15;3.70;27.25;57
30/6/21 20.00;35.90;31.73;3.30;37.96;72
30/6/21 22.00;51.28;7.51;0.44;9.89;103
1/7/21 0.00;57.63;12.03;0.54;14.47;115
1/7/21 2.00;59.10;2.71;0.61;5.45;118
1/7/21 4.00;46.89;4.59;0.63;7.28;94
1/7/21 6.00;35.65;16.81;1.37;20.22;71
1/7/21 8.00;33.46;10.07;1.80;14.36;67
1/7/21 10.00;25.15;19.32;4.09;26.81;50
1/7/21 12.00;20.27;17.75;4.03;25.20;41
1/7/21 14.00;21.00;12.42;3.55;19.31;42
1/7/21 16.00;15.63;10.96;2.54;16.36;31
1/7/21 18.00;13.43;19.29;3.85;26.42;27
1/7/21 20.00;9.28;23.39;2.11;27.71;19
1/7/21 22.00;21.49;14.70;1.24;17.97;43
2/7/21 0.00;15.87;13.19;1.21;16.48;32
2/7/21 2.00;15.87;6.23;0.81;9.13;32
2/7/21 4.00;17.83;4.76;0.60;7.39;36
2/7/21 6.00;14.90;7.79;1.17;11.19;30
2/7/21 8.00;20.27;17.11;3.18;23.28;41
2/7/21 10.00;22.47;13.76;3.05;19.84;45
2/7/21 12.00;17.34;16.79;3.28;23.12;35
2/7/21 14.00;10.99;9.96;2.08;14.68;22
2/7/21 16.00;16.36;11.49;2.40;16.66;33
2/7/21 18.00;12.45;21.76;5.32;31.05;25
2/7/21 20.00;11.48;19.09;1.20;22.17;23
2/7/21 22.00;20.51;12.87;0.78;15.51;41
3/7/21 0.00;15.14;11.61;1.12;14.81;30
3/7/21 2.00;16.61;9.12;1.15;12.45;33
3/7/21 4.00;24.91;13.86;1.08;17.16;50
3/7/21 6.00;16.12;13.24;1.68;17.47;32
3/7/21 8.00;14.65;10.36;1.41;14.21;29
3/7/21 10.00;22.71;10.00;2.76;15.94;45
3/7/21 12.00;19.05;10.61;3.87;18.24;38
3/7/21 14.00;12.21;7.45;2.05;12.34;24
3/7/21 16.00;46.64;6.29;2.17;11.38;93
3/7/21 18.00;32.97;11.35;2.30;16.56;66
3/7/21 20.00;52.99;25.97;1.83;30.22;106
3/7/21 22.00;26.37;26.98;1.27;30.35;53
4/7/21 0.00;13.19;31.90;1.49;35.53;26
4/7/21 2.00;6.59;8.72;1.21;12.29;13
4/7/21 4.00;18.07;4.06;1.07;7.50;36
4/7/21 6.00;14.65;7.12;1.15;10.63;29
4/7/21 8.00;13.43;11.42;1.45;15.33;27
4/7/21 10.00;11.72;16.38;3.01;22.60;23
4/7/21 12.00;17.09;8.02;2.27;13.23;34
4/7/21 14.00;14.65;7.25;2.66;13.08;29
4/7/21 16.00;10.01;7.10;1.52;11.18;20
4/7/21 18.00;18.80;10.32;1.69;14.61;38
4/7/21 20.00;18.32;9.28;1.25;12.91;37
4/7/21 22.00;14.41;8.89;1.13;12.35;29
5/7/21 0.00;16.61;5.67;0.95;8.89;33
5/7/21 2.00;19.29;3.90;0.94;7.14;39
5/7/21 4.00;13.19;7.98;0.79;10.94;26
5/7/21 6.00;16.85;9.13;1.39;12.99;34
5/7/21 8.00;20.02;9.47;1.95;14.18;40
5/7/21 10.00;21.00;11.73;4.23;19.92;42
5/7/21 12.00;17.58;21.44;6.77;33.38;35
5/7/21 14.00;17.34;7.39;2.73;13.33;35
5/7/21 16.00;13.68;8.86;2.60;14.59;27
5/7/21 18.00;13.43;12.47;3.06;18.85;27
5/7/21 20.00;13.19;14.52;1.52;18.52;26
5/7/21 22.00;12.70;8.30;1.71;12.67;25
6/7/21 0.00;18.32;9.91;1.12;13.35;37
6/7/21 2.00;19.29;6.64;1.09;10.08;39
6/7/21 4.00;11.48;4.20;0.91;7.40;23
6/7/21 6.00;45.42;9.96;1.59;14.12;91
6/7/21 8.00;22.71;13.05;2.32;18.29;45
6/7/21 10.00;11.23;11.47;3.42;18.41;22
6/7/21 12.00;5.62;13.01;3.68;20.33;11
6/7/21 14.00;2.69;19.81;5.23;29.42;15
6/7/21 16.00;1.22;9.43;2.93;15.65;8
6/7/21 18.00;4.15;15.85;4.13;23.82;12
6/7/21 20.00;6.35;27.68;1.40;31.31;16
6/7/21 22.00;10.74;17.88;1.22;21.36;21
7/7/21 0.00;12.94;20.78;1.66;24.89;26
7/7/21 2.00;14.90;10.99;1.26;14.64;30
7/7/21 4.00;10.74;6.48;0.96;9.70;21
7/7/21 6.00;8.06;15.70;2.98;21.85;16
7/7/21 8.00;10.99;18.59;2.64;24.18;22
7/7/21 10.00;20.27;24.99;3.11;31.17;41
7/7/21 12.00;16.61;20.18;4.12;27.99;33
7/7/21 14.00;49.57;9.15;2.82;15.18;99
7/7/21 16.00;24.66;14.81;3.80;22.24;49
7/7/21 18.00;16.12;24.25;4.65;32.81;32
7/7/21 20.00;15.87;34.15;4.25;41.91;32
7/7/21 22.00;26.37;18.50;2.08;23.23;53
8/7/21 0.00;28.82;14.23;1.22;17.70;58
8/7/21 2.00;22.47;10.80;1.27;14.42;45
8/7/21 4.00;25.89;5.09;1.08;8.52;52
8/7/21 6.00;26.13;16.89;1.39;20.58;52
8/7/21 8.00;31.75;19.54;1.58;23.47;63
8/7/21 10.00;31.01;31.85;3.47;38.45;62
8/7/21 12.00;20.02;19.37;3.18;25.76;40
8/7/21 14.00;19.05;10.68;2.24;15.78;38
8/7/21 16.00;13.43;9.75;2.46;15.21;27
8/7/21 18.00;15.63;23.80;4.10;31.52;31
8/7/21 20.00;16.36;44.71;3.87;51.71;33
8/7/21 22.00;24.91;10.68;1.22;14.22;50
9/7/21 0.00;30.77;6.47;1.21;10.07;62
9/7/21 2.00;24.91;23.49;1.15;26.70;50
9/7/21 4.00;21.73;19.57;0.87;22.92;43
9/7/21 6.00;33.21;21.56;2.18;26.88;66
9/7/21 8.00;29.55;31.51;3.26;38.27;59
9/7/21 10.00;30.53;29.01;4.63;37.92;61
9/7/21 12.00;27.84;26.26;4.20;34.58;56
9/7/21 14.00;29.55;15.75;2.99;22.44;59
9/7/21 16.00;31.75;10.64;3.38;18.03;63
9/7/21 18.00;26.13;13.05;2.48;19.01;52
9/7/21 20.00;24.42;15.86;2.20;21.33;49
9/7/21 22.00;19.05;9.71;1.02;13.50;38
10/7/21 0.00;18.80;12.13;1.22;16.18;38
10/7/21 2.00;12.94;8.34;1.22;12.48;26
10/7/21 4.00;15.87;6.72;1.07;10.67;32
10/7/21 6.00;9.52;9.39;1.57;14.04;19
10/7/21 8.00;18.80;11.77;2.19;17.32;38
10/7/21 10.00;18.80;12.62;3.21;19.72;38
10/7/21 12.00;18.07;8.97;2.54;15.11;36
10/7/21 14.00;19.29;6.40;1.94;11.69;39
10/7/21 16.00;11.48;5.47;2.28;11.30;23
10/7/21 18.00;39.80;13.03;2.11;18.43;80
10/7/21 20.00;19.78;28.44;2.99;34.84;40
10/7/21 22.00;9.77;24.68;1.48;28.86;20
11/7/21 0.00;4.88;28.84;1.47;32.90;16
11/7/21 2.00;5.86;13.09;1.06;16.88;12
11/7/21 4.00;16.61;6.89;1.05;10.27;33
11/7/21 6.00;13.43;9.83;2.06;14.73;27
11/7/21 8.00;20.76;11.03;1.36;14.83;42
11/7/21 10.00;11.97;11.11;2.31;16.37;24
11/7/21 12.00;14.16;10.21;2.34;15.52;28
11/7/21 14.00;10.99;5.14;1.31;8.94;22
11/7/21 16.00;9.28;6.26;1.62;10.52;19
11/7/21 18.00;14.65;11.43;2.27;16.63;29
11/7/21 20.00;13.19;12.27;1.38;16.09;26
11/7/21 22.00;12.45;12.60;1.19;16.12;25
12/7/21 0.00;15.38;16.97;1.58;21.03;31
12/7/21 2.00;18.32;9.83;0.91;12.95;37
12/7/21 4.00;13.92;5.21;1.07;8.65;28
12/7/21 6.00;13.92;15.54;1.48;19.47;28
12/7/21 8.00;22.47;26.71;4.18;34.63;45
12/7/21 10.00;19.29;17.54;3.60;24.69;39
12/7/21 12.00;18.56;18.68;3.13;25.10;37
12/7/21 14.00;18.32;10.08;1.86;14.67;37
12/7/21 16.00;48.35;11.49;2.12;16.46;97
12/7/21 18.00;31.01;19.46;2.96;25.61;62
12/7/21 20.00;20.51;29.60;2.67;35.16;41
12/7/21 22.00;21.49;23.45;1.90;27.92;43
13/7/21 0.00;22.71;9.26;1.02;12.58;45
13/7/21 2.00;21.00;3.79;0.91;7.01;42
13/7/21 4.00;22.47;1.97;0.71;4.91;45
13/7/21 6.00;23.93;7.26;0.91;10.48;48
13/7/21 8.00;18.32;12.20;1.63;16.47;37
13/7/21 10.00;19.05;10.98;2.28;16.25;38
13/7/21 12.00;13.19;11.25;2.04;16.16;26
13/7/21 14.00;9.52;5.95;1.21;9.63;19
13/7/21 16.00;8.06;6.49;1.27;10.25;16
13/7/21 18.00;10.99;8.58;1.49;12.65;22
13/7/21 20.00;17.83;10.69;1.48;14.73;36
13/7/21 22.00;27.59;6.00;0.94;9.26;55
14/7/21 0.00;26.62;4.06;0.70;6.97;53
14/7/21 2.00;18.32;3.28;0.69;6.17;37
14/7/21 4.00;21.49;3.82;0.67;6.68;43
14/7/21 6.00;26.13;10.42;1.36;14.28;52
14/7/21 8.00;24.42;18.84;2.11;23.78;49
14/7/21 10.00;36.14;15.18;3.28;21.95;72
14/7/21 12.00;33.70;15.73;2.97;22.02;67
14/7/21 14.00;37.12;10.92;2.44;16.43;74
14/7/21 16.00;39.56;11.22;2.47;16.78;79
14/7/21 18.00;28.57;19.36;2.81;25.37;57
14/7/21 20.00;33.70;26.07;2.92;32.21;67
14/7/21 22.00;30.28;9.36;1.32;13.18;61
15/7/21 0.00;21.25;5.18;1.37;9.11;42
15/7/21 2.00;18.80;1.99;1.24;5.75;38
15/7/21 4.00;15.63;1.92;1.25;5.71;31
15/7/21 6.00;14.90;7.05;1.69;11.55;30
15/7/21 8.00;16.12;7.67;2.20;12.94;32
15/7/21 10.00;10.01;12.18;3.69;19.76;20
15/7/21 12.00;13.68;13.11;4.53;21.98;27
15/7/21 14.00;14.65;10.16;3.28;17.11;29
15/7/21 16.00;17.83;8.98;3.09;15.62;36
15/7/21 18.00;19.29;14.67;5.75;25.42;39
15/7/21 20.00;18.56;15.34;2.32;20.83;37
15/7/21 22.00;15.14;15.06;1.22;18.87;30
16/7/21 0.00;12.70;9.18;1.22;12.96;25
16/7/21 2.00;14.90;3.42;1.03;6.88;30
16/7/21 4.00;25.40;2.68;1.08;6.22;51
16/7/21 6.00;50.79;8.70;1.74;13.27;102
16/7/21 8.00;25.40;9.63;2.10;14.76;51
16/7/21 10.00;12.70;17.12;4.99;26.71;25
16/7/21 12.00;6.35;15.68;4.49;24.50;13
16/7/21 14.00;33.94;7.63;2.57;13.48;68
16/7/21 16.00;16.85;6.95;2.41;12.54;34
16/7/21 18.00;13.68;13.87;4.54;22.77;27
16/7/21 20.00;9.04;13.28;2.58;19.17;18
16/7/21 22.00;11.48;7.05;1.34;11.00;23
17/7/21 0.00;23.44;4.93;1.32;8.84;47
17/7/21 2.00;18.07;3.62;1.13;7.25;36
17/7/21 4.00;52.50;5.43;1.35;9.32;105
17/7/21 6.00;26.37;8.79;2.14;13.87;53
17/7/21 8.00;13.19;8.60;2.05;13.54;26
17/7/21 10.00;6.35;9.02;3.03;15.46;13
17/7/21 12.00;23.93;10.46;3.01;16.84;48
17/7/21 14.00;11.97;7.39;2.63;13.23;24
17/7/21 16.00;5.86;6.42;1.79;10.97;12
17/7/21 18.00;10.50;9.80;1.85;14.41;21
17/7/21 20.00;13.19;13.32;1.79;17.82;26
17/7/21 22.00;17.83;8.11;1.27;11.85;36
18/7/21 0.00;15.14;9.53;1.42;13.48;30
18/7/21 2.00;9.77;8.24;1.22;11.90;20
18/7/21 4.00;5.62;4.98;1.22;8.67;11
18/7/21 6.00;7.08;6.14;1.90;10.87;14
18/7/21 8.00;3.91;5.43;1.30;9.25;8
18/7/21 10.00;11.72;6.79;2.17;11.91;23
18/7/21 12.00;9.52;11.02;3.44;18.07;19
18/7/21 14.00;39.80;5.13;1.94;9.93;80
18/7/21 16.00;19.78;4.62;1.91;9.37;40
18/7/21 18.00;12.45;6.47;2.47;12.07;25
18/7/21 20.00;14.16;12.44;1.30;16.20;28
18/7/21 22.00;50.31;11.24;1.30;15.00;101
19/7/21 0.00;25.15;12.98;1.20;16.57;50
19/7/21 2.00;12.45;7.51;1.19;11.14;25
19/7/21 4.00;6.11;4.85;1.42;8.87;12
19/7/21 6.00;2.93;8.96;1.35;12.84;6
19/7/21 8.00;10.01;13.64;2.43;19.17;20
19/7/21 10.00;11.72;10.46;2.64;16.33;23
19/7/21 12.00;10.74;12.22;4.13;20.36;21
19/7/21 14.00;43.71;5.71;2.09;10.75;87
19/7/21 16.00;21.73;7.30;2.35;12.74;43
19/7/21 18.00;22.71;14.46;4.14;22.60;45
19/7/21 20.00;18.07;12.84;1.98;17.67;36
19/7/21 22.00;11.48;6.85;1.18;10.49;23
20/7/21 0.00;11.48;6.49;1.39;10.45;23
20/7/21 2.00;13.43;4.33;1.34;8.23;27
20/7/21 4.00;20.27;3.38;1.22;7.10;41
20/7/21 6.00;14.65;8.47;1.82;13.09;29
20/7/21 8.00;18.07;13.95;3.52;21.15;36
20/7/21 10.00;21.98;9.42;3.80;17.07;44
20/7/21 12.00;51.04;8.56;3.26;15.39;102
20/7/21 14.00;25.40;7.95;2.68;13.89;51
20/7/21 16.00;12.70;15.63;3.63;22.99;25
20/7/21 18.00;14.65;15.07;3.43;22.13;29
20/7/21 20.00;12.94;18.30;2.77;24.33;26
20/7/21 22.00;10.50;10.97;0.85;14.09;21
21/7/21 0.00;19.29;12.99;1.18;16.61;39
21/7/21 2.00;29.30;7.42;0.95;10.71;59
21/7/21 4.00;19.78;5.56;0.75;8.43;40
21/7/21 6.00;13.92;13.08;1.50;16.94;28
21/7/21 8.00;24.91;15.70;2.66;21.29;50
21/7/21 10.00;29.06;9.80;3.05;16.11;58
21/7/21 12.00;27.35;13.33;5.11;22.73;55
21/7/21 14.00;52.50;10.11;3.05;16.41;105
21/7/21 16.00;26.13;12.44;3.52;19.42;52
21/7/21 18.00;21.25;14.00;2.87;19.95;42
21/7/21 20.00;13.92;28.08;1.96;32.35;28
21/7/21 22.00;17.58;27.18;1.36;30.54;35
22/7/21 0.00;23.93;24.61;1.32;27.96;48
22/7/21 2.00;24.91;15.76;1.18;19.08;50
22/7/21 4.00;51.77;14.17;1.43;17.91;104
22/7/21 6.00;25.89;20.69;2.27;25.58;52
22/7/21 8.00;12.94;16.34;3.34;22.97;26
22/7/21 10.00;6.35;11.30;3.36;18.07;13
22/7/21 12.00;14.16;13.70;3.39;20.46;28
22/7/21 14.00;43.71;7.76;2.56;13.36;87
22/7/21 16.00;21.73;9.64;3.22;16.22;43
22/7/21 18.00;16.12;12.58;2.75;18.38;32
22/7/21 20.00;18.07;18.89;2.34;23.93;36
22/7/21 22.00;9.77;15.59;1.16;18.89;20
23/7/21 0.00;23.93;12.09;1.21;15.53;48
23/7/21 2.00;17.09;9.53;1.21;13.03;34
23/7/21 4.00;18.56;6.09;1.11;10.80;37
23/7/21 6.00;20.02;19.48;2.56;26.23;40
23/7/21 8.00;15.87;25.09;5.16;35.74;32
23/7/21 10.00;14.90;29.67;5.95;41.46;30
23/7/21 12.00;17.34;13.78;3.00;21.29;35
23/7/21 14.00;15.87;11.60;2.78;18.79;32
23/7/21 16.00;8.79;10.64;2.16;16.91;18
23/7/21 18.00;11.97;18.86;3.83;27.55;24
23/7/21 20.00;13.43;31.72;2.19;37.73;27
23/7/21 22.00;13.43;28.98;1.39;33.79;27
24/7/21 0.00;22.71;27.83;2.40;34.21;45
24/7/21 2.00;18.32;15.42;1.22;20.17;37
24/7/21 4.00;17.58;12.45;1.22;17.24;35
24/7/21 6.00;9.52;16.67;1.71;22.15;19
24/7/21 8.00;18.07;15.53;1.68;20.98;36
24/7/21 10.00;24.42;21.20;3.06;28.69;49
24/7/21 12.00;17.34;11.57;2.32;18.06;35
24/7/21 14.00;21.25;10.87;2.98;18.38;42
24/7/21 16.00;47.62;6.43;1.82;12.23;95
24/7/21 18.00;30.53;10.14;2.54;17.00;61
24/7/21 20.00;24.42;21.75;1.84;27.35;49
24/7/21 22.00;26.37;12.64;1.39;17.70;53
25/7/21 0.00;22.47;10.00;1.22;14.83;45
25/7/21 2.00;24.18;9.06;1.02;13.59;48
25/7/21 4.00;13.92;4.12;1.11;7.63;28
25/7/21 6.00;21.25;5.99;0.86;9.09;42
25/7/21 8.00;47.86;10.82;1.31;14.55;96
25/7/21 10.00;23.93;9.05;1.33;12.83;48
25/7/21 12.00;31.26;7.83;1.22;11.45;63
25/7/21 14.00;15.63;3.12;1.02;6.51;31
25/7/21 16.00;12.45;3.40;0.91;6.61;25
25/7/21 18.00;15.14;5.60;1.23;9.28;30
25/7/21 20.00;16.85;9.52;1.22;13.12;34
25/7/21 22.00;16.12;6.05;1.17;9.63;32
26/7/21 0.00;18.56;5.34;1.18;8.94;37
26/7/21 2.00;13.92;3.83;1.12;7.35;28
26/7/21 4.00;17.58;3.78;1.22;7.46;35
26/7/21 6.00;19.78;27.52;1.88;31.88;40
26/7/21 8.00;22.71;21.74;1.99;26.35;45
26/7/21 10.00;24.18;23.73;2.42;28.97;48
26/7/21 12.00;26.13;30.36;2.59;35.76;52
26/7/21 14.00;16.61;13.17;1.77;17.56;33
26/7/21 16.00;18.07;22.86;2.69;28.52;36
26/7/21 18.00;19.29;21.16;2.67;26.82;39
26/7/21 20.00;24.91;16.49;1.58;20.55;50
26/7/21 22.00;27.84;12.75;1.07;16.08;56
27/7/21 0.00;26.86;11.00;1.28;14.68;54
27/7/21 2.00;26.37;6.16;1.20;9.77;53
27/7/21 4.00;18.80;6.45;1.21;11.41;38
27/7/21 6.00;10.50;20.77;2.55;27.43;21
27/7/21 8.00;17.58;28.95;2.95;36.00;35
27/7/21 10.00;39.56;47.18;4.54;56.20;79
27/7/21 12.00;30.53;21.86;2.26;28.04;61
27/7/21 14.00;22.22;17.47;1.80;23.06;44
27/7/21 16.00;22.22;14.80;2.23;21.11;44
27/7/21 18.00;22.22;24.12;3.31;31.84;44
27/7/21 20.00;14.90;52.16;5.92;63.19;32
27/7/21 22.00;26.86;20.33;1.28;25.05;54
28/7/21 0.00;35.65;12.59;1.18;17.34;71
28/7/21 2.00;32.72;29.76;1.62;34.76;65
28/7/21 4.00;21.49;12.18;1.23;17.03;43
